ID;Brand;Price
56155;Jaguar;52388
56156;Land Rover;72487
56157;Toyota;14796
56158;Honda;31296
56159;Porsche;11857
56160;Audi;34543
56161;Porsche;40351
56162;Nissan;19597
56163;Nissan;41720
56164;Jeep;58315
56165;Hyundai;58765
56166;Audi;41846
56167;Jeep;40334
56168;Chevrolet;78725
56169;Tesla;55232
56170;Lexus;79308
56171;Nissan;15574
56172;Porsche;24936
56173;Jeep;59691
56174;Subaru;12141
56175;Lexus;52847
56176;Mazda;63714
56177;Volkswagen;63695
56178;Kia;53565
56179;Tesla;36175
56180;Jaguar;67547
56181;Kia;14099
56182;Subaru;15045
56183;Nissan;55518
56184;Tesla;6436
56185;BMW;69930
56186;Audi;68655
56187;Audi;51987
56188;Tesla;8971
56189;Tesla;17797
56190;Chevrolet;10747
56191;Lexus;31694
56192;Ford;78799
56193;Mazda;62985
56194;Subaru;74867
56195;Volvo;21969
56196;Honda;42111
56197;Volkswagen;52590
56198;Volvo;47666
56199;Lexus;33869
56200;Kia;33370
56201;Honda;58106
56202;Jaguar;37877
56203;BMW;46765
56204;Land Rover;6214
56205;BMW;62226
56206;Tesla;27593
56207;Porsche;11685
56208;Mercedes-Benz;78559
56209;Chevrolet;58944
56210;Chevrolet;78112
56211;Hyundai;7829
56212;Tesla;72432
56213;Mazda;7662
56214;BMW;39981
56215;Land Rover;9475
56216;Mercedes-Benz;78478
56217;Nissan;50798
56218;Mazda;45564
56219;Jaguar;46469
56220;Toyota;51198
56221;Kia;68668
56222;Chevrolet;44647
56223;Chevrolet;50189
56224;Land Rover;48979
56225;Hyundai;66806
56226;Subaru;41116
56227;Subaru;54499
56228;Mercedes-Benz;26774
56229;Subaru;32301
56230;Mazda;15293
56231;Lexus;38055
56232;Toyota;10159
56233;Subaru;51531
56234;Ford;50779
56235;Jeep;10934
56236;BMW;41158
56237;Chevrolet;71317
56238;Subaru;30678
56239;Chevrolet;78743
56240;Honda;60291
56241;Porsche;13981
56242;BMW;74724
56243;Ford;33837
56244;Porsche;17548
56245;Ford;18058
56246;Chevrolet;44297
56247;Audi;17541
56248;Tesla;33217
56249;Honda;62974
56250;Jaguar;47218
56251;Nissan;17788
56252;Subaru;45962
56253;Kia;36876
56254;Porsche;68079
56255;Kia;34343
56256;BMW;40001
56257;Hyundai;8330
56258;Mercedes-Benz;12046
56259;Volvo;58786
56260;Jeep;18589
56261;Ford;16750
56262;Porsche;61586
56263;Volvo;63617
56264;Land Rover;9407
56265;Chevrolet;59168
56266;Tesla;7036
56267;Lexus;63290
56268;Toyota;8996
56269;Audi;37686
56270;Audi;39713
56271;Volkswagen;33966
56272;Volkswagen;56326
56273;Subaru;18797
56274;Chevrolet;68822
56275;Jeep;44548
56276;Kia;59147
56277;Subaru;64587
56278;Porsche;68752
56279;Jeep;26806
56280;Volvo;10066
56281;Honda;11562
56282;Land Rover;51674
56283;BMW;27640
56284;Hyundai;66891
56285;Porsche;63398
56286;Kia;53254
56287;Mercedes-Benz;35955
56288;Mazda;48354
56289;Audi;9842
56290;Audi;56603
56291;Subaru;36560
56292;Porsche;44867
56293;Volvo;39561
56294;Volvo;49214
56295;Nissan;67053
56296;Subaru;22572
56297;Nissan;7530
56298;Mercedes-Benz;16486
56299;Lexus;46407
56300;Tesla;67761
56301;Ford;47657
56302;Jaguar;55769
56303;Chevrolet;44886
56304;Honda;36383
56305;Volkswagen;46396
56306;Mazda;37535
56307;Toyota;64855
56308;Jeep;19973
56309;Mazda;12615
56310;Chevrolet;62655
56311;Hyundai;43495
56312;Porsche;68463
56313;Porsche;65015
56314;Chevrolet;25082
56315;Subaru;69186
56316;Honda;61528
56317;Jaguar;45149
56318;Audi;6370
56319;Porsche;45163
56320;Lexus;57979
56321;Nissan;42444
56322;BMW;13064
56323;Hyundai;30731
56324;BMW;77388
56325;Porsche;20090
56326;Toyota;58330
56327;Mazda;43697
56328;Hyundai;14525
56329;Hyundai;71901
56330;Nissan;19495
56331;Jeep;51181
56332;Land Rover;20554
56333;Audi;6170
56334;Tesla;41398
56335;Volvo;46570
56336;Volkswagen;37372
56337;Volvo;21611
56338;Lexus;32954
56339;Nissan;13862
56340;Kia;45133
56341;Audi;12011
56342;Land Rover;71055
56343;Mercedes-Benz;59959
56344;Hyundai;34791
56345;Porsche;9219
56346;Mercedes-Benz;64646
56347;Hyundai;40368
56348;Ford;26744
56349;Volkswagen;7818
56350;Porsche;14593
56351;Honda;40328
56352;Honda;7797
56353;Volvo;18223
56354;Audi;78174
56355;Jaguar;65358
56356;Honda;13523
56357;BMW;68671
56358;Toyota;65560
56359;Jaguar;34670
56360;Honda;7038
56361;Mazda;68825
56362;Chevrolet;71137
56363;Subaru;49357
56364;Tesla;18389
56365;Toyota;32342
56366;Porsche;11525
56367;Audi;47173
56368;Audi;40402
56369;Jeep;75530
56370;Volkswagen;8513
56371;Jaguar;13648
56372;Tesla;35651
56373;Subaru;77627
56374;Toyota;68344
56375;Ford;41882
56376;Audi;66831
56377;Lexus;64534
56378;Audi;49795
56379;Chevrolet;5054
56380;Jaguar;76111
56381;Jaguar;8483
56382;Toyota;53962
56383;Mazda;57225
56384;Subaru;63408
56385;Tesla;39772
56386;Toyota;13667
56387;Chevrolet;56680
56388;Jeep;66413
56389;Subaru;71286
56390;Honda;25652
56391;Kia;43642
56392;Hyundai;27258
56393;Mazda;9414
56394;Audi;61824
56395;Ford;52784
56396;Audi;9664
56397;BMW;18589
56398;Jaguar;15184
56399;Land Rover;43111
56400;Ford;51866
56401;Lexus;50072
56402;Mazda;24566
56403;Subaru;12206
56404;Porsche;28878
56405;Volkswagen;55240
56406;Jaguar;34593
56407;Land Rover;6021
56408;Ford;76843
56409;Audi;79829
56410;Land Rover;17790
56411;Kia;19084
56412;Hyundai;33887
56413;Lexus;56021
56414;Mercedes-Benz;62675
56415;Volvo;49443
56416;Tesla;30402
56417;Ford;35061
56418;Toyota;7078
56419;Jaguar;11985
56420;Volvo;6093
56421;Mercedes-Benz;46189
56422;Mercedes-Benz;11307
56423;Jaguar;74540
56424;Porsche;46318
56425;Subaru;14294
56426;Honda;16753
56427;Nissan;42812
56428;Jeep;70187
56429;Kia;32059
56430;Porsche;7032
56431;Toyota;33228
56432;Ford;44340
56433;Chevrolet;49487
56434;Chevrolet;74938
56435;Chevrolet;68473
56436;Jaguar;37263
56437;Tesla;37392
56438;Chevrolet;31636
56439;Chevrolet;43969
56440;Nissan;7733
56441;Mercedes-Benz;78864
56442;Audi;40631
56443;Nissan;14236
56444;Ford;14304
56445;Porsche;44497
56446;Honda;45505
56447;Honda;72598
56448;Porsche;59903
56449;Mazda;35536
56450;Tesla;63224
56451;Volkswagen;36568
56452;Mercedes-Benz;77516
56453;Nissan;20133
56454;Volkswagen;55339
56455;Audi;44513
56456;Lexus;19906
56457;Ford;52763
56458;Tesla;48619
56459;Honda;24534
56460;Subaru;36851
56461;Nissan;33170
56462;Land Rover;58001
56463;Mercedes-Benz;8726
56464;Land Rover;27241
56465;Nissan;21657
56466;Volvo;75798
56467;Volkswagen;74714
56468;Hyundai;60268
56469;Chevrolet;75571
56470;Chevrolet;19438
56471;BMW;73531
56472;Toyota;26352
56473;Volvo;36479
56474;Jaguar;53851
56475;Kia;66740
56476;Honda;25910
56477;Volkswagen;27956
56478;Toyota;56587
56479;Jeep;51613
56480;Subaru;71625
56481;Jaguar;67286
56482;Chevrolet;30347
56483;Porsche;24294
56484;Jeep;31770
56485;Subaru;9082
56486;Honda;26275
56487;Volvo;31129
56488;Nissan;34778
56489;BMW;18843
56490;Hyundai;26587
56491;BMW;29428
56492;Ford;70729
56493;Jaguar;38354
56494;Jeep;75711
56495;Subaru;46189
56496;Ford;21290
56497;Honda;42691
56498;Jaguar;50111
56499;BMW;70971
56500;Hyundai;27654
56501;Audi;42071
56502;Audi;32435
56503;Jaguar;49768
56504;Hyundai;22144
56505;Kia;64615
56506;Subaru;56111
56507;Volvo;43135
56508;Mazda;57552
56509;Jaguar;13020
56510;Porsche;70438
56511;Hyundai;20927
56512;Jeep;30579
56513;Honda;60823
56514;Land Rover;49045
56515;BMW;58565
56516;Tesla;10558
56517;Ford;23228
56518;BMW;54686
56519;Honda;67949
56520;Kia;21695
56521;Mercedes-Benz;66324
56522;Mazda;77271
56523;Chevrolet;16947
56524;Tesla;36273
56525;Kia;5760
56526;Tesla;68306
56527;Subaru;40952
56528;Tesla;77377
56529;Mazda;73118
56530;Porsche;24004
56531;Porsche;8170
56532;Land Rover;39186
56533;Volvo;35072
56534;Jeep;56361
56535;Subaru;63962
56536;Jaguar;48383
56537;Land Rover;64579
56538;Volkswagen;64876
56539;Honda;40264
56540;Volkswagen;47847
56541;Volvo;69195
56542;BMW;53148
56543;Lexus;18981
56544;Porsche;55105
56545;Ford;12747
56546;Hyundai;32939
56547;Lexus;28636
56548;Volvo;77007
56549;Lexus;52611
56550;Hyundai;25429
56551;Ford;45907
56552;Nissan;50628
56553;Kia;51276
56554;Toyota;63649
56555;Honda;78193
56556;Kia;24960
56557;Hyundai;14463
56558;Subaru;56265
56559;Lexus;16560
56560;Kia;36895
56561;Honda;46385
56562;Volkswagen;31762
56563;BMW;25979
56564;Porsche;13571
56565;Land Rover;33719
56566;Volvo;63306
56567;Audi;20575
56568;Mazda;70529
56569;Tesla;29937
56570;Subaru;71897
56571;Mercedes-Benz;59597
56572;Volvo;29193
56573;Nissan;56780
56574;Toyota;41642
56575;Tesla;55879
56576;Ford;36610
56577;Kia;31935
56578;Porsche;51802
56579;Kia;76273
56580;Volkswagen;24407
56581;Mazda;15217
56582;Chevrolet;39347
56583;Porsche;49444
56584;Volkswagen;37413
56585;Nissan;33314
56586;Honda;8021
56587;Lexus;27609
56588;Mazda;39671
56589;Lexus;5243
56590;Chevrolet;76515
56591;Lexus;55217
56592;Nissan;39304
56593;Toyota;74021
56594;Volkswagen;27132
56595;Chevrolet;44372
56596;Land Rover;54927
56597;Land Rover;63547
56598;Volkswagen;42810
56599;Kia;74144
56600;Porsche;25032
56601;Land Rover;76720
56602;Tesla;51477
56603;Ford;22519
56604;Subaru;13134
56605;Mercedes-Benz;29387
56606;Audi;29629
56607;Ford;13990
56608;Kia;63801
56609;Nissan;23322
56610;Jeep;23984
56611;Toyota;54730
56612;Subaru;36020
56613;Toyota;16211
56614;BMW;61831
56615;Tesla;46009
56616;Toyota;41684
56617;Land Rover;6392
56618;Mercedes-Benz;29181
56619;Volkswagen;18107
56620;Hyundai;15241
56621;Lexus;63593
56622;Kia;31672
56623;Kia;33637
56624;Mazda;39784
56625;Subaru;60846
56626;Hyundai;23652
56627;Toyota;54274
56628;Tesla;58927
56629;Nissan;10017
56630;Toyota;39886
56631;Audi;71080
56632;Jaguar;71391
56633;Lexus;16846
56634;Porsche;11570
56635;Honda;59203
56636;Mercedes-Benz;60919
56637;Volvo;75387
56638;Kia;78779
56639;Jeep;53417
56640;Chevrolet;13816
56641;Hyundai;19840
56642;BMW;30763
56643;Audi;17013
56644;Ford;79686
56645;Jeep;66959
56646;Land Rover;32209
56647;Audi;42322
56648;Porsche;17627
56649;Toyota;21210
56650;Toyota;65972
56651;Kia;28063
56652;Tesla;45900
56653;Subaru;73030
56654;Volkswagen;18727
56655;Jaguar;24958
56656;Toyota;79897
56657;Subaru;24764
56658;Nissan;68356
56659;BMW;27166
56660;Subaru;76836
56661;Jeep;37561
56662;Subaru;42949
56663;Chevrolet;51117
56664;Ford;37385
56665;Honda;78720
56666;Toyota;74028
56667;Chevrolet;40271
56668;Honda;33809
56669;Volkswagen;5589
56670;Honda;21487
56671;Toyota;47406
56672;Tesla;27141
56673;Toyota;62413
56674;Subaru;31033
56675;Ford;36432
56676;Tesla;67939
56677;Kia;54236
56678;Land Rover;47284
56679;Chevrolet;7965
56680;Porsche;42839
56681;Mazda;6539
56682;Mazda;12844
56683;Jeep;58695
56684;Honda;65273
56685;Tesla;60996
56686;Subaru;8385
56687;Volkswagen;54103
56688;Jaguar;70439
56689;Mercedes-Benz;24737
56690;Audi;39725
56691;Mazda;8493
56692;Mercedes-Benz;74449
56693;Jeep;68220
56694;Audi;5626
56695;Mazda;20298
56696;Jeep;17453
56697;Toyota;21031
56698;Chevrolet;69638
56699;Mazda;38280
56700;Mercedes-Benz;15211
56701;Subaru;45110
56702;Kia;23509
56703;Nissan;43090
56704;Nissan;64014
56705;Toyota;9293
56706;Land Rover;62038
56707;Subaru;19830
56708;Land Rover;7472
56709;Subaru;27510
56710;Lexus;9875
56711;Volvo;16199
56712;BMW;79239
56713;Mercedes-Benz;26978
56714;Audi;38590
56715;Honda;31348
56716;Hyundai;17502
56717;Hyundai;53972
56718;Audi;41904
56719;Nissan;57842
56720;Porsche;67436
56721;Kia;10549
56722;Volkswagen;30866
56723;Volvo;66990
56724;Kia;23033
56725;Honda;24702
56726;Chevrolet;59359
56727;Volvo;9350
56728;Ford;61986
56729;Hyundai;7893
56730;Lexus;68959
56731;Volvo;9820
56732;Volkswagen;16551
56733;Lexus;17207
56734;Volvo;42450
56735;Chevrolet;64751
56736;Honda;65929
56737;BMW;51109
56738;Volvo;13236
56739;Jeep;67979
56740;Volvo;30197
56741;Volkswagen;8417
56742;Hyundai;60403
56743;Jeep;74099
56744;Jeep;37283
56745;Nissan;72488
56746;Porsche;61026
56747;Hyundai;23273
56748;Volkswagen;28577
56749;Nissan;54741
56750;Honda;21731
56751;Honda;61051
56752;Kia;41704
56753;Kia;47852
56754;Volvo;65504
56755;Subaru;62690
56756;Audi;10595
56757;Toyota;74103
56758;Jaguar;29034
56759;BMW;21454
56760;Tesla;68427
56761;Nissan;67677
56762;Nissan;66174
56763;Ford;68035
56764;BMW;31904
56765;Volkswagen;24632
56766;Nissan;55709
56767;Chevrolet;45182
56768;Kia;27031
56769;Ford;71468
56770;Volkswagen;43035
56771;Land Rover;19202
56772;Ford;5320
56773;Toyota;77862
56774;Toyota;19623
56775;Land Rover;50925
56776;Volvo;17052
56777;Subaru;76767
56778;Land Rover;34964
56779;Jaguar;78937
56780;Ford;44016
56781;Jeep;29781
56782;Lexus;37657
56783;Subaru;76421
56784;Toyota;54468
56785;Mercedes-Benz;45544
56786;Honda;22917
56787;Porsche;19891
56788;Jaguar;68084
56789;Porsche;43533
56790;Hyundai;69184
56791;Toyota;34769
56792;Subaru;52161
56793;Ford;58796
56794;Nissan;40000
56795;Honda;26203
56796;Porsche;33792
56797;Hyundai;15044
56798;Honda;42540
56799;Chevrolet;36985
56800;Volvo;36450
56801;Ford;75565
56802;Honda;18803
56803;Land Rover;38989
56804;Mazda;71274
56805;Jaguar;21590
56806;Subaru;47690
56807;Chevrolet;28563
56808;Land Rover;65422
56809;Land Rover;14342
56810;Tesla;51872
56811;Mazda;17882
56812;Jaguar;45602
56813;Nissan;19937
56814;Volvo;46385
56815;Nissan;37106
56816;Toyota;23774
56817;Jeep;66859
56818;Land Rover;16463
56819;Nissan;75864
56820;Jeep;68903
56821;Audi;52624
56822;Tesla;61817
56823;Nissan;41769
56824;Porsche;75638
56825;Nissan;71321
56826;Subaru;73002
56827;Hyundai;65458
56828;Tesla;70602
56829;Lexus;75455
56830;Volkswagen;54332
56831;Volkswagen;46346
56832;Lexus;38418
56833;Nissan;36719
56834;Jaguar;45899
56835;Porsche;33329
56836;Volkswagen;61403
56837;BMW;60194
56838;BMW;27419
56839;Volvo;35066
56840;Lexus;13362
56841;Porsche;67336
56842;Hyundai;74970
56843;Nissan;8731
56844;Lexus;50587
56845;Volvo;63355
56846;Honda;66224
56847;Ford;29220
56848;Land Rover;6057
56849;Jeep;33738
56850;Land Rover;57618
56851;Nissan;23417
56852;Jaguar;74698
56853;Chevrolet;37449
56854;Nissan;67079
56855;BMW;26645
56856;Mercedes-Benz;68370
56857;Hyundai;12379
56858;Nissan;14476
56859;Kia;33175
56860;Nissan;16232
56861;Audi;46585
56862;Nissan;40845
56863;BMW;27634
56864;Mazda;57128
56865;Chevrolet;32879
56866;Volvo;18652
56867;Porsche;14348
56868;Volvo;61571
56869;Lexus;37509
56870;Ford;12614
56871;Ford;71063
56872;Jaguar;47531
56873;Nissan;22901
56874;Nissan;22045
56875;Chevrolet;29312
56876;Chevrolet;65897
56877;Mercedes-Benz;77510
56878;Audi;67188
56879;Volkswagen;65462
56880;Mercedes-Benz;70581
56881;Honda;15886
56882;Subaru;51393
56883;Tesla;32769
56884;Toyota;77700
56885;Kia;11639
56886;Hyundai;34894
56887;Honda;45081
56888;Chevrolet;38129
56889;Audi;27860
56890;Volvo;27871
56891;Mazda;24965
56892;BMW;66331
56893;Honda;53954
56894;Lexus;51063
56895;Honda;29526
56896;Volvo;79202
56897;Nissan;75556
56898;Volvo;36948
56899;Ford;53525
56900;Hyundai;40249
56901;Nissan;45003
56902;Volvo;35245
56903;Porsche;33054
56904;Subaru;30473
56905;Jaguar;26264
56906;BMW;28696
56907;Nissan;54108
56908;Toyota;71510
56909;Porsche;75645
56910;Subaru;67616
56911;Hyundai;21549
56912;Subaru;20495
56913;Volkswagen;11994
56914;Volvo;62331
56915;Volkswagen;17463
56916;Nissan;72059
56917;Chevrolet;45526
56918;Lexus;20435
56919;Subaru;13874
56920;Volkswagen;23795
56921;BMW;19819
56922;Hyundai;48880
56923;Jeep;53643
56924;Kia;16560
56925;Kia;65596
56926;Mercedes-Benz;36929
56927;Honda;32063
56928;Mazda;15774
56929;Nissan;57835
56930;Mazda;76720
56931;Volvo;79237
56932;Chevrolet;69220
56933;Jaguar;60763
56934;Mazda;71491
56935;Mercedes-Benz;10549
56936;Jeep;54304
56937;Audi;76238
56938;Honda;74128
56939;Mazda;34697
56940;Porsche;70683
56941;Nissan;21903
56942;Tesla;64032
56943;Land Rover;24438
56944;Mercedes-Benz;10750
56945;Kia;15088
56946;Chevrolet;7657
56947;Land Rover;51059
56948;Nissan;29319
56949;Chevrolet;21747
56950;Ford;11034
56951;Jeep;54513
56952;Lexus;50956
56953;Kia;34289
56954;Mercedes-Benz;68109
56955;Chevrolet;20100
56956;Mercedes-Benz;71136
56957;Mazda;48453
56958;Mazda;21238
56959;Chevrolet;58721
56960;Volkswagen;9800
56961;Jaguar;17322
56962;Tesla;8631
56963;Kia;37410
56964;Hyundai;30925
56965;Mercedes-Benz;50651
56966;Volvo;7817
56967;BMW;32558
56968;Tesla;6466
56969;Tesla;39975
56970;Lexus;54808
56971;Toyota;47489
56972;Volkswagen;52937
56973;Honda;70534
56974;Mazda;61214
56975;Chevrolet;62103
56976;Honda;59668
56977;Mercedes-Benz;45852
56978;Volvo;37506
56979;Mazda;20531
56980;Mazda;65363
56981;Nissan;41466
56982;Porsche;52641
56983;Mazda;34154
56984;Jeep;16425
56985;Tesla;75447
56986;Jeep;70567
56987;Tesla;49704
56988;Jeep;47446
56989;Porsche;16601
56990;Nissan;71405
56991;Jeep;58525
56992;Volvo;74949
56993;Lexus;14777
56994;Jeep;60494
56995;Hyundai;6116
56996;Lexus;22980
56997;BMW;58964
56998;Land Rover;76482
56999;Honda;21903
57000;Kia;72419
57001;Nissan;19903
57002;Volvo;73622
57003;Ford;15972
57004;Jaguar;21790
57005;Subaru;50208
57006;Volvo;19229
57007;Subaru;63219
57008;Honda;57573
57009;Kia;24958
57010;Audi;33220
57011;Chevrolet;23752
57012;BMW;34141
57013;Tesla;9705
57014;Toyota;77983
57015;Honda;59127
57016;Volkswagen;61874
57017;Volkswagen;17710
57018;Kia;52524
57019;Jaguar;41663
57020;Lexus;47069
57021;Lexus;25286
57022;Land Rover;19377
57023;Hyundai;50368
57024;Tesla;56788
57025;Chevrolet;33802
57026;Mercedes-Benz;51574
57027;BMW;57411
57028;Lexus;58739
57029;Subaru;43200
57030;Toyota;13113
57031;Jeep;16527
57032;Land Rover;32950
57033;Land Rover;58640
57034;Nissan;23644
57035;Land Rover;25061
57036;Kia;65926
57037;Mercedes-Benz;60276
57038;Volkswagen;31008
57039;Toyota;34468
57040;Volkswagen;60456
57041;Volkswagen;37054
57042;BMW;30251
57043;Nissan;52374
57044;Jaguar;57517
57045;Jeep;78086
57046;Jeep;17677
57047;Tesla;77669
57048;Chevrolet;61761
57049;BMW;71367
57050;Honda;74783
57051;Subaru;43304
57052;Porsche;41876
57053;Lexus;23272
57054;Volvo;24113
57055;Subaru;52282
57056;Tesla;34081
57057;Land Rover;41232
57058;Tesla;37107
57059;Porsche;44625
57060;Audi;69939
57061;Mercedes-Benz;71694
57062;Subaru;39684
57063;Tesla;28670
57064;Jeep;35246
57065;Tesla;69710
57066;Kia;37087
57067;Lexus;14637
57068;Subaru;22143
57069;Land Rover;19116
57070;Mazda;68284
57071;Subaru;78513
57072;Kia;46589
57073;Toyota;8381
57074;Hyundai;49792
57075;Jaguar;51382
57076;Volkswagen;50186
57077;Kia;62810
57078;Porsche;25903
57079;Hyundai;6416
57080;BMW;18502
57081;Land Rover;67791
57082;Volvo;12381
57083;Volkswagen;75368
57084;Jaguar;32229
57085;Tesla;11105
57086;Volkswagen;14663
57087;Honda;65777
57088;Subaru;21333
57089;Lexus;6837
57090;Ford;30370
57091;Porsche;59412
57092;Subaru;13404
57093;BMW;36822
57094;Honda;55476
57095;Lexus;36814
57096;BMW;67206
57097;Audi;25391
57098;Audi;41618
57099;Ford;79176
57100;Kia;13308
57101;Volvo;22480
57102;Mazda;61514
57103;Nissan;50522
57104;Subaru;71663
57105;Audi;37154
57106;Jeep;54672
57107;Tesla;21953
57108;Mazda;21789
57109;Mazda;78529
57110;Ford;70264
57111;Toyota;48368
57112;Lexus;45504
57113;Kia;71931
57114;Subaru;41865
57115;Porsche;27727
57116;BMW;74840
57117;Chevrolet;11159
57118;BMW;39303
57119;Kia;55373
57120;Subaru;30575
57121;Audi;26796
57122;Jaguar;25178
57123;Mazda;20301
57124;Chevrolet;79809
57125;Jeep;23109
57126;BMW;50371
57127;Subaru;33260
57128;Subaru;12128
57129;Audi;52721
57130;Jeep;21534
57131;Ford;51598
57132;Mazda;52317
57133;Porsche;70759
57134;Audi;45814
57135;Toyota;17792
57136;Chevrolet;8878
57137;Ford;19389
57138;Jaguar;55699
57139;Nissan;57216
57140;Jeep;56800
57141;Subaru;30198
57142;Jeep;68284
57143;Hyundai;61411
57144;Mercedes-Benz;54747
57145;Kia;30081
57146;Land Rover;49809
57147;Land Rover;59199
57148;Nissan;6160
57149;Kia;15874
57150;Toyota;9390
57151;Jeep;59114
57152;Toyota;41048
57153;Porsche;28271
57154;Volkswagen;60280
57155;BMW;59827
57156;Land Rover;73009
57157;Volvo;66280
57158;Tesla;51569
57159;Kia;10877
57160;Hyundai;72970
57161;Nissan;77881
57162;Lexus;42094
57163;Subaru;25098
57164;Subaru;71896
57165;Kia;79210
57166;Volkswagen;73811
57167;Lexus;34686
57168;Land Rover;28744
57169;Subaru;51640
57170;Mercedes-Benz;12100
57171;Toyota;17268
57172;Land Rover;25725
57173;Subaru;59538
57174;Ford;15495
57175;Honda;6054
57176;Chevrolet;60085
57177;Porsche;7061
57178;Volkswagen;76862
57179;Jeep;72852
57180;Nissan;11197
57181;Mercedes-Benz;5696
57182;Toyota;24886
57183;Ford;5340
57184;Jeep;65593
57185;Nissan;12184
57186;Kia;38825
57187;Kia;7310
57188;Volkswagen;31438
57189;Ford;56221
57190;Lexus;38804
57191;Kia;41793
57192;Audi;13833
57193;Hyundai;25378
57194;Honda;75713
57195;Nissan;35436
57196;Land Rover;79545
57197;Volkswagen;54890
57198;Volkswagen;61282
57199;Subaru;36874
57200;Volkswagen;74911
57201;Ford;61861
57202;Land Rover;24412
57203;Jaguar;25759
57204;Tesla;78132
57205;Porsche;55708
57206;Jeep;55770
57207;Land Rover;48279
57208;Volvo;53461
57209;Nissan;35028
57210;Porsche;58126
57211;Chevrolet;17711
57212;Chevrolet;68007
57213;Mercedes-Benz;62250
57214;Kia;26760
57215;Kia;15833
57216;Land Rover;57707
57217;Volkswagen;36905
57218;Porsche;35420
57219;Nissan;57710
57220;Mercedes-Benz;11431
57221;Nissan;23648
57222;Land Rover;56776
57223;Porsche;45779
57224;Lexus;56277
57225;Audi;42117
57226;Tesla;40707
57227;Hyundai;35696
57228;Mercedes-Benz;57050
57229;Honda;62494
57230;Lexus;50227
57231;Land Rover;58409
57232;Hyundai;48126
57233;Chevrolet;42581
57234;Nissan;7288
57235;Honda;48513
57236;Volkswagen;44607
57237;Nissan;21794
57238;Toyota;10982
57239;Subaru;44741
57240;Toyota;59049
57241;Honda;62340
57242;Jeep;14418
57243;Kia;65498
57244;Honda;36460
57245;Volvo;68759
57246;Kia;62199
57247;Honda;27240
57248;Jeep;13849
57249;Audi;27585
57250;Honda;77404
57251;Mazda;40283
57252;Audi;64393
57253;BMW;54474
57254;Land Rover;43178
57255;Mazda;29149
57256;Mercedes-Benz;8747
57257;Honda;39770
57258;Honda;54129
57259;Volkswagen;19187
57260;Chevrolet;58891
57261;Audi;57335
57262;BMW;24826
57263;Honda;56383
57264;BMW;67357
57265;Kia;51022
57266;Ford;60519
57267;Honda;77057
57268;Toyota;78295
57269;Toyota;25243
57270;Lexus;56337
57271;Honda;19938
57272;Mercedes-Benz;22350
57273;Hyundai;72599
57274;Lexus;55404
57275;Mercedes-Benz;49719
57276;Volvo;28539
57277;Mercedes-Benz;18353
57278;Jeep;58754
57279;Hyundai;50246
57280;Lexus;33382
57281;Jaguar;42454
57282;Kia;63735
57283;BMW;31619
57284;Mercedes-Benz;20624
57285;Kia;33529
57286;Honda;49096
57287;Audi;21962
57288;Jaguar;62145
57289;Chevrolet;61988
57290;Mercedes-Benz;50029
57291;Volkswagen;51521
57292;Audi;47198
57293;Honda;5195
57294;Kia;75252
57295;Subaru;18155
57296;Nissan;15621
57297;Honda;47330
57298;Toyota;75059
57299;Mazda;51257
57300;Jaguar;60233
57301;Nissan;42357
57302;Porsche;39029
57303;Hyundai;38603
57304;Chevrolet;5751
57305;Volkswagen;5071
57306;Nissan;30229
57307;Jeep;75972
57308;Land Rover;70087
57309;Ford;77294
57310;Jaguar;56805
57311;Ford;49747
57312;Porsche;79817
57313;Toyota;79410
57314;Nissan;40934
57315;Hyundai;67882
57316;Land Rover;67038
57317;Mazda;64691
57318;Jeep;16391
57319;Tesla;55749
57320;Mercedes-Benz;20387
57321;Tesla;40162
57322;Subaru;62083
57323;Lexus;75235
57324;Kia;14568
57325;BMW;54901
57326;Toyota;25814
57327;Subaru;15384
57328;Jeep;67772
57329;Land Rover;59312
57330;BMW;76348
57331;Volkswagen;9802
57332;Land Rover;23884
57333;Subaru;79786
57334;Mazda;79614
57335;Volkswagen;72627
57336;Ford;20808
57337;Mercedes-Benz;72700
57338;Porsche;27206
57339;Toyota;46820
57340;Volkswagen;42548
57341;Mercedes-Benz;19051
57342;Toyota;31456
57343;Subaru;63154
57344;Volkswagen;27585
57345;BMW;63136
57346;Jeep;18443
57347;BMW;11133
57348;Volkswagen;79919
57349;Volkswagen;33787
57350;Subaru;52849
57351;Lexus;10069
57352;Nissan;9534
57353;Porsche;31327
57354;Porsche;15616
57355;BMW;73078
57356;Hyundai;6969
57357;Land Rover;67846
57358;Toyota;16696
57359;Audi;11336
57360;Land Rover;54478
57361;Volkswagen;51711
57362;Toyota;58588
57363;Jaguar;70831
57364;Ford;76911
57365;Nissan;71258
57366;Land Rover;59415
57367;Volvo;65691
57368;Tesla;15662
57369;Lexus;47429
57370;Lexus;21062
57371;Lexus;16382
57372;Toyota;63506
57373;Mercedes-Benz;52088
57374;Toyota;55383
57375;Ford;29180
57376;Kia;62319
57377;Toyota;41065
57378;Tesla;17967
57379;BMW;52199
57380;Kia;62024
57381;Volvo;51344
57382;Mazda;45237
57383;BMW;43351
57384;Chevrolet;8663
57385;Jaguar;24992
57386;Honda;34118
57387;Subaru;45308
57388;Lexus;38771
57389;Mazda;27111
57390;Volvo;9736
